House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
3,14,0.7034291159478742,0.5127867644119708,-0.7799543721345664,2.175320873946849,2.1216295148930238,1.6514702481808068,-0.39953891848694706,6.436102176717855
