House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
1,14,1.0759367854987485,0.8126288708977698,-2.388544427593874,3.521475760741829,3.6404079729432555,2.970373867524985,-0.49088396864220823,10.89395114736757
