House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
7,14,0.8580146915016169,0.6545692633707854,-9.974581849684986,3.4079547792867544,2.9814120545118312,2.336199049064024,-0.10521962428384657,7.868601857963299
