Asset,Type,Valid Date UTC,Energy KWh,Power KW,Radiation
E.K. Chalki,PhotovoltaicArray,2024-07-01 00:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 00:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 00:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 00:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 01:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 01:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 01:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 01:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 02:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 02:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 02:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 02:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 03:00:00,0.0,0.0,11.560980133059127
E.K. Chalki,PhotovoltaicArray,2024-07-01 03:15:00,0.9477930665016174,3.7911722660064697,23.121960266118254
E.K. Chalki,PhotovoltaicArray,2024-07-01 03:30:00,3.0664901733398438,12.265960693359375,34.68294039917738
E.K. Chalki,PhotovoltaicArray,2024-07-01 03:45:00,5.2526984214782715,21.010793685913086,46.24392053223651
E.K. Chalki,PhotovoltaicArray,2024-07-01 04:00:00,8.9238920211792,35.6955680847168,86.20469968781046
E.K. Chalki,PhotovoltaicArray,2024-07-01 04:15:00,12.030755996704102,48.123023986816406,126.16547884338438
E.K. Chalki,PhotovoltaicArray,2024-07-01 04:30:00,18.35666847229004,73.42667388916016,166.1262579989583
E.K. Chalki,PhotovoltaicArray,2024-07-01 04:45:00,26.700965881347656,106.80386352539062,206.08703715453223
E.K. Chalki,PhotovoltaicArray,2024-07-01 05:00:00,35.57667541503906,142.30670166015625,255.34686554756678
E.K. Chalki,PhotovoltaicArray,2024-07-01 05:15:00,46.142478942871094,184.56991577148438,304.60669394060136
E.K. Chalki,PhotovoltaicArray,2024-07-01 05:30:00,68.19182586669922,272.7673034667969,353.8665223336359
E.K. Chalki,PhotovoltaicArray,2024-07-01 05:45:00,75.66703796386719,302.66815185546875,403.12635072667047
E.K. Chalki,PhotovoltaicArray,2024-07-01 06:00:00,86.28575134277344,345.14300537109375,451.1295508443725
E.K. Chalki,PhotovoltaicArray,2024-07-01 06:15:00,99.64476776123047,398.5790710449219,499.1327509620745
E.K. Chalki,PhotovoltaicArray,2024-07-01 06:30:00,111.35584259033203,445.4233703613281,547.1359510797765
E.K. Chalki,PhotovoltaicArray,2024-07-01 06:45:00,129.45590209960938,517.8236083984375,596.1444538177445
E.K. Chalki,PhotovoltaicArray,2024-07-01 07:00:00,125.12822723388672,500.5129089355469,638.1158382138505
E.K. Chalki,PhotovoltaicArray,2024-07-01 07:15:00,130.35800170898438,521.4320068359375,680.0872226099565
E.K. Chalki,PhotovoltaicArray,2024-07-01 07:30:00,137.27239990234375,549.089599609375,722.0586070060624
E.K. Chalki,PhotovoltaicArray,2024-07-01 07:45:00,154.53501892089844,618.1400756835938,764.0299914021684
E.K. Chalki,PhotovoltaicArray,2024-07-01 08:00:00,169.0728759765625,676.29150390625,795.4456982854813
E.K. Chalki,PhotovoltaicArray,2024-07-01 08:15:00,166.4477996826172,665.7911987304688,826.8614051687941
E.K. Chalki,PhotovoltaicArray,2024-07-01 08:30:00,149.01266479492188,596.0506591796875,858.277112052107
E.K. Chalki,PhotovoltaicArray,2024-07-01 08:45:00,171.6465606689453,686.5862426757812,889.6928189354198
E.K. Chalki,PhotovoltaicArray,2024-07-01 09:00:00,173.93777465820312,695.7510986328125,908.290917410341
E.K. Chalki,PhotovoltaicArray,2024-07-01 09:15:00,166.0924072265625,664.36962890625,926.8890158852622
E.K. Chalki,PhotovoltaicArray,2024-07-01 09:30:00,190.52513122558594,762.1005249023438,945.4871143601835
E.K. Chalki,PhotovoltaicArray,2024-07-01 09:45:00,204.04449462890625,816.177978515625,964.0852128351047
E.K. Chalki,PhotovoltaicArray,2024-07-01 10:00:00,198.56484985351562,794.2593994140625,968.6090746263017
E.K. Chalki,PhotovoltaicArray,2024-07-01 10:15:00,203.11935424804688,812.4774169921875,973.1329364174987
E.K. Chalki,PhotovoltaicArray,2024-07-01 10:30:00,194.6634063720703,778.6536254882812,977.6567982086957
E.K. Chalki,PhotovoltaicArray,2024-07-01 10:45:00,179.2967529296875,717.18701171875,982.1806599998928
E.K. Chalki,PhotovoltaicArray,2024-07-01 11:00:00,182.16831970214844,728.6732788085938,973.3842620725652
E.K. Chalki,PhotovoltaicArray,2024-07-01 11:15:00,174.80641174316406,699.2256469726562,964.5878641452376
E.K. Chalki,PhotovoltaicArray,2024-07-01 11:30:00,167.287109375,669.1484375,955.79146621791
E.K. Chalki,PhotovoltaicArray,2024-07-01 11:45:00,174.24864196777344,696.9945678710938,946.9950682905824
E.K. Chalki,PhotovoltaicArray,2024-07-01 12:00:00,163.3152618408203,653.2610473632812,923.3704567143312
E.K. Chalki,PhotovoltaicArray,2024-07-01 12:15:00,178.10328674316406,712.4131469726562,899.7458451380799
E.K. Chalki,PhotovoltaicArray,2024-07-01 12:30:00,148.15611267089844,592.6244506835938,876.1212335618287
E.K. Chalki,PhotovoltaicArray,2024-07-01 12:45:00,157.68215942382812,630.7286376953125,851.4913193653113
E.K. Chalki,PhotovoltaicArray,2024-07-01 13:00:00,166.2119903564453,664.8479614257812,814.2951224154689
E.K. Chalki,PhotovoltaicArray,2024-07-01 13:15:00,142.73187255859375,570.927490234375,777.0989254656265
E.K. Chalki,PhotovoltaicArray,2024-07-01 13:30:00,131.90530395507812,527.6212158203125,739.9027285157841
E.K. Chalki,PhotovoltaicArray,2024-07-01 13:45:00,137.27976989746094,549.1190795898438,702.7065315659418
E.K. Chalki,PhotovoltaicArray,2024-07-01 14:00:00,113.53583526611328,454.1433410644531,656.4626110337052
E.K. Chalki,PhotovoltaicArray,2024-07-01 14:15:00,108.36380767822266,433.4552307128906,610.2186905014688
E.K. Chalki,PhotovoltaicArray,2024-07-01 14:30:00,94.3814468383789,377.5257873535156,563.9747699692324
E.K. Chalki,PhotovoltaicArray,2024-07-01 14:45:00,80.33943176269531,321.35772705078125,517.7308494369959
E.K. Chalki,PhotovoltaicArray,2024-07-01 15:00:00,79.30598449707031,317.22393798828125,467.46571842369525
E.K. Chalki,PhotovoltaicArray,2024-07-01 15:15:00,58.70381164550781,234.81524658203125,417.2005874103946
E.K. Chalki,PhotovoltaicArray,2024-07-01 15:30:00,49.27391815185547,197.09567260742188,366.9354563970941
E.K. Chalki,PhotovoltaicArray,2024-07-01 15:45:00,37.23628234863281,148.94512939453125,316.67032538379345
E.K. Chalki,PhotovoltaicArray,2024-07-01 16:00:00,27.91025161743164,111.64100646972656,268.9184509211579
E.K. Chalki,PhotovoltaicArray,2024-07-01 16:15:00,21.445880889892578,85.78352355957031,221.16657645852243
E.K. Chalki,PhotovoltaicArray,2024-07-01 16:30:00,12.495753288269043,49.98301315307617,173.4147019958869
E.K. Chalki,PhotovoltaicArray,2024-07-01 16:45:00,7.65503454208374,30.62013816833496,125.66282753325137
E.K. Chalki,PhotovoltaicArray,2024-07-01 17:00:00,4.955141544342041,19.820566177368164,96.76037720060357
E.K. Chalki,PhotovoltaicArray,2024-07-01 17:15:00,0.0,0.0,67.85792686795575
E.K. Chalki,PhotovoltaicArray,2024-07-01 17:30:00,0.0,0.0,38.95547653530793
E.K. Chalki,PhotovoltaicArray,2024-07-01 17:45:00,0.0,0.0,10.053026202660112
E.K. Chalki,PhotovoltaicArray,2024-07-01 18:00:00,0.0,0.0,7.539769651995083
E.K. Chalki,PhotovoltaicArray,2024-07-01 18:15:00,0.0,0.0,5.026513101330056
E.K. Chalki,PhotovoltaicArray,2024-07-01 18:30:00,0.0,0.0,2.513256550665028
E.K. Chalki,PhotovoltaicArray,2024-07-01 18:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 19:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 19:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 19:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 19:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 20:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 20:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 20:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 20:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 21:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 21:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 21:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 21:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 22:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 22:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 22:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 22:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 23:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 23:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 23:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-01 23:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 00:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 00:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 00:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 00:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 01:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 01:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 01:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 01:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 02:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 02:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 02:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 02:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 03:00:00,0.0,0.0,11.819410497172235
E.K. Chalki,PhotovoltaicArray,2024-07-02 03:15:00,0.9477930665016174,3.7911722660064697,23.63882099434447
E.K. Chalki,PhotovoltaicArray,2024-07-02 03:30:00,3.0664901733398438,12.265960693359375,35.458231491516706
E.K. Chalki,PhotovoltaicArray,2024-07-02 03:45:00,5.2526984214782715,21.010793685913086,47.27764198868894
E.K. Chalki,PhotovoltaicArray,2024-07-02 04:00:00,8.9238920211792,35.6955680847168,88.2683635001586
E.K. Chalki,PhotovoltaicArray,2024-07-02 04:15:00,12.030755996704102,48.123023986816406,129.2590850116283
E.K. Chalki,PhotovoltaicArray,2024-07-02 04:30:00,18.678504943847656,74.71401977539062,170.24980652309796
E.K. Chalki,PhotovoltaicArray,2024-07-02 04:45:00,25.1617374420166,100.6469497680664,211.24052803456763
E.K. Chalki,PhotovoltaicArray,2024-07-02 05:00:00,35.57536697387695,142.3014678955078,261.284415033233
E.K. Chalki,PhotovoltaicArray,2024-07-02 05:15:00,46.6724739074707,186.6898956298828,311.3283020318985
E.K. Chalki,PhotovoltaicArray,2024-07-02 05:30:00,70.08006286621094,280.32025146484375,361.3721890305639
E.K. Chalki,PhotovoltaicArray,2024-07-02 05:45:00,75.9637680053711,303.8550720214844,411.4160760292293
E.K. Chalki,PhotovoltaicArray,2024-07-02 06:00:00,85.72704315185547,342.9081726074219,460.20257893245093
E.K. Chalki,PhotovoltaicArray,2024-07-02 06:15:00,94.67723083496094,378.70892333984375,508.98908183567255
E.K. Chalki,PhotovoltaicArray,2024-07-02 06:30:00,112.81729125976562,451.2691650390625,557.7755847388942
E.K. Chalki,PhotovoltaicArray,2024-07-02 06:45:00,128.58822631835938,514.3529052734375,607.5679949184706
E.K. Chalki,PhotovoltaicArray,2024-07-02 07:00:00,126.29566955566406,505.18267822265625,649.5646237062954
E.K. Chalki,PhotovoltaicArray,2024-07-02 07:15:00,133.42672729492188,533.7069091796875,691.5612524941201
E.K. Chalki,PhotovoltaicArray,2024-07-02 07:30:00,139.39749145507812,557.5899658203125,733.5578812819448
E.K. Chalki,PhotovoltaicArray,2024-07-02 07:45:00,160.01194763183594,640.0477905273438,775.5545100697695
E.K. Chalki,PhotovoltaicArray,2024-07-02 08:00:00,169.38778686523438,677.5511474609375,806.989112455866
E.K. Chalki,PhotovoltaicArray,2024-07-02 08:15:00,166.12991333007812,664.5196533203125,838.4237148419625
E.K. Chalki,PhotovoltaicArray,2024-07-02 08:30:00,173.65480041503906,694.6192016601562,869.8583172280588
E.K. Chalki,PhotovoltaicArray,2024-07-02 08:45:00,183.1199951171875,732.47998046875,901.2929196141552
E.K. Chalki,PhotovoltaicArray,2024-07-02 09:00:00,173.4444580078125,693.77783203125,920.1536810458131
E.K. Chalki,PhotovoltaicArray,2024-07-02 09:15:00,176.39419555664062,705.5767822265625,939.0144424774708
E.K. Chalki,PhotovoltaicArray,2024-07-02 09:30:00,159.35205078125,637.408203125,957.8752039091287
E.K. Chalki,PhotovoltaicArray,2024-07-02 09:45:00,214.05120849609375,856.204833984375,976.7359653407865
E.K. Chalki,PhotovoltaicArray,2024-07-02 10:00:00,178.64430236816406,714.5772094726562,980.7595944462067
E.K. Chalki,PhotovoltaicArray,2024-07-02 10:15:00,190.83981323242188,763.3592529296875,984.7832235516272
E.K. Chalki,PhotovoltaicArray,2024-07-02 10:30:00,193.63856506347656,774.5542602539062,988.8068526570473
E.K. Chalki,PhotovoltaicArray,2024-07-02 10:45:00,147.72482299804688,590.8992919921875,992.8304817624678
E.K. Chalki,PhotovoltaicArray,2024-07-02 11:00:00,182.49571228027344,729.9828491210938,981.0110712652954
E.K. Chalki,PhotovoltaicArray,2024-07-02 11:15:00,191.70877075195312,766.8350830078125,969.1916607681234
E.K. Chalki,PhotovoltaicArray,2024-07-02 11:30:00,168.53302001953125,674.132080078125,957.3722502709511
E.K. Chalki,PhotovoltaicArray,2024-07-02 11:45:00,168.92691040039062,675.7076416015625,945.5528397737788
E.K. Chalki,PhotovoltaicArray,2024-07-02 12:00:00,161.3911895751953,645.5647583007812,919.9022042267243
E.K. Chalki,PhotovoltaicArray,2024-07-02 12:15:00,140.17474365234375,560.698974609375,894.2515686796696
E.K. Chalki,PhotovoltaicArray,2024-07-02 12:30:00,156.10116577148438,624.4046630859375,868.6009331326148
E.K. Chalki,PhotovoltaicArray,2024-07-02 12:45:00,150.7299041748047,602.9196166992188,841.9443903092052
E.K. Chalki,PhotovoltaicArray,2024-07-02 13:00:00,167.31707763671875,669.268310546875,804.7258210840672
E.K. Chalki,PhotovoltaicArray,2024-07-02 13:15:00,139.46884155273438,557.8753662109375,767.507251858929
E.K. Chalki,PhotovoltaicArray,2024-07-02 13:30:00,131.93072509765625,527.722900390625,730.2886826337909
E.K. Chalki,PhotovoltaicArray,2024-07-02 13:45:00,141.01611328125,564.064453125,693.0701134086528
E.K. Chalki,PhotovoltaicArray,2024-07-02 14:00:00,112.81969451904297,451.2787780761719,647.3013323344965
E.K. Chalki,PhotovoltaicArray,2024-07-02 14:15:00,103.02969360351562,412.1187744140625,601.5325512603403
E.K. Chalki,PhotovoltaicArray,2024-07-02 14:30:00,86.89815521240234,347.5926208496094,555.7637701861838
E.K. Chalki,PhotovoltaicArray,2024-07-02 14:45:00,79.59436798095703,318.3774719238281,509.9949891120275
E.K. Chalki,PhotovoltaicArray,2024-07-02 15:00:00,76.42888641357422,305.7155456542969,460.7055325706284
E.K. Chalki,PhotovoltaicArray,2024-07-02 15:15:00,61.71080017089844,246.84320068359375,411.4160760292293
E.K. Chalki,PhotovoltaicArray,2024-07-02 15:30:00,48.44290542602539,193.77162170410156,362.12661948783017
E.K. Chalki,PhotovoltaicArray,2024-07-02 15:45:00,37.23628234863281,148.94512939453125,312.8371629464311
E.K. Chalki,PhotovoltaicArray,2024-07-02 16:00:00,27.211530685424805,108.84612274169922,265.55952095774217
E.K. Chalki,PhotovoltaicArray,2024-07-02 16:15:00,18.42665672302246,73.70662689208984,218.2818789690532
E.K. Chalki,PhotovoltaicArray,2024-07-02 16:30:00,12.495753288269043,49.98301315307617,171.00423698036425
E.K. Chalki,PhotovoltaicArray,2024-07-02 16:45:00,7.65503454208374,30.62013816833496,123.72659499167533
E.K. Chalki,PhotovoltaicArray,2024-07-02 17:00:00,4.955141544342041,19.820566177368164,95.05823761555546
E.K. Chalki,PhotovoltaicArray,2024-07-02 17:15:00,0.0,0.0,66.38988023943554
E.K. Chalki,PhotovoltaicArray,2024-07-02 17:30:00,0.0,0.0,37.72152286331565
E.K. Chalki,PhotovoltaicArray,2024-07-02 17:45:00,0.0,0.0,9.053165487195756
E.K. Chalki,PhotovoltaicArray,2024-07-02 18:00:00,0.0,0.0,6.789874115396817
E.K. Chalki,PhotovoltaicArray,2024-07-02 18:15:00,0.0,0.0,4.526582743597878
E.K. Chalki,PhotovoltaicArray,2024-07-02 18:30:00,0.0,0.0,2.263291371798939
E.K. Chalki,PhotovoltaicArray,2024-07-02 18:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 19:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 19:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 19:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 19:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 20:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 20:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 20:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 20:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 21:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 21:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 21:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 21:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 22:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 22:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 22:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 22:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 23:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 23:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 23:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-02 23:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 00:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 00:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 00:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 00:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 01:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 01:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 01:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 01:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 02:00:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 02:15:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 02:30:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 02:45:00,0.0,0.0,0.0
E.K. Chalki,PhotovoltaicArray,2024-07-03 03:00:00,0.0,0.0,10.82057754232312
E.K. Chalki,PhotovoltaicArray,2024-07-03 03:15:00,0.7281042337417603,2.912416934967041,21.64115508464624
E.K. Chalki,PhotovoltaicArray,2024-07-03 03:30:00,3.0751476287841797,12.300590515136719,32.46173262696935
E.K. Chalki,PhotovoltaicArray,2024-07-03 03:45:00,4.600383758544922,18.401535034179688,43.28231016929248
E.K. Chalki,PhotovoltaicArray,2024-07-03 04:00:00,8.774972915649414,35.099891662597656,82.03507625110085
E.K. Chalki,PhotovoltaicArray,2024-07-03 04:15:00,12.146967887878418,48.58787155151367,120.78784233290924
E.K. Chalki,PhotovoltaicArray,2024-07-03 04:30:00,18.35666847229004,73.42667388916016,159.54060841471758
E.K. Chalki,PhotovoltaicArray,2024-07-03 04:45:00,25.868284225463867,103.47313690185547,198.29337449652598
E.K. Chalki,PhotovoltaicArray,2024-07-03 05:00:00,35.00664520263672,140.02658081054688,246.86015276788325
E.K. Chalki,PhotovoltaicArray,2024-07-03 05:15:00,45.15241241455078,180.60964965820312,295.4269310392405
E.K. Chalki,PhotovoltaicArray,2024-07-03 05:30:00,63.65971755981445,254.6388702392578,343.9937093105978
E.K. Chalki,PhotovoltaicArray,2024-07-03 05:45:00,65.3175277709961,261.2701110839844,392.56048758195504
E.K. Chalki,PhotovoltaicArray,2024-07-03 06:00:00,82.6999282836914,330.7997131347656,439.8690591623445
E.K. Chalki,PhotovoltaicArray,2024-07-03 06:15:00,91.42768096923828,365.7107238769531,487.177630742734
E.K. Chalki,PhotovoltaicArray,2024-07-03 06:30:00,104.64546203613281,418.58184814453125,534.4862023231235
E.K. Chalki,PhotovoltaicArray,2024-07-03 06:45:00,125.32829284667969,501.31317138671875,581.7947739035129
E.K. Chalki,PhotovoltaicArray,2024-07-03 07:00:00,121.49101257324219,485.96405029296875,622.8123120290634
E.K. Chalki,PhotovoltaicArray,2024-07-03 07:15:00,126.99883270263672,507.9953308105469,663.8298501546137
E.K. Chalki,PhotovoltaicArray,2024-07-03 07:30:00,121.80733489990234,487.2293395996094,704.847388280164
E.K. Chalki,PhotovoltaicArray,2024-07-03 07:45:00,141.62164306640625,566.486572265625,745.8649264057145
E.K. Chalki,PhotovoltaicArray,2024-07-03 08:00:00,169.292236328125,677.1689453125,777.068452341716
E.K. Chalki,PhotovoltaicArray,2024-07-03 08:15:00,167.33042907714844,669.3217163085938,808.2719782777176
E.K. Chalki,PhotovoltaicArray,2024-07-03 08:30:00,157.91075134277344,631.6430053710938,839.4755042137192
E.K. Chalki,PhotovoltaicArray,2024-07-03 08:45:00,169.88877868652344,679.5551147460938,870.6790301497207
E.K. Chalki,PhotovoltaicArray,2024-07-03 09:00:00,170.1935272216797,680.7741088867188,888.29392382327
E.K. Chalki,PhotovoltaicArray,2024-07-03 09:15:00,144.71246337890625,578.849853515625,905.9088174968194
E.K. Chalki,PhotovoltaicArray,2024-07-03 09:30:00,166.24151611328125,664.966064453125,923.5237111703685
E.K. Chalki,PhotovoltaicArray,2024-07-03 09:45:00,181.99375915527344,727.9750366210938,941.1386048439178
E.K. Chalki,PhotovoltaicArray,2024-07-03 10:00:00,154.54197692871094,618.1679077148438,944.9132249168213
E.K. Chalki,PhotovoltaicArray,2024-07-03 10:15:00,122.78602600097656,491.14410400390625,948.6878449897247
E.K. Chalki,PhotovoltaicArray,2024-07-03 10:30:00,167.24327087402344,668.9730834960938,952.4624650626281
E.K. Chalki,PhotovoltaicArray,2024-07-03 10:45:00,157.94273376464844,631.7709350585938,956.2370851355315
E.K. Chalki,PhotovoltaicArray,2024-07-03 11:00:00,199.1293182373047,796.5172729492188,945.9197902695955
E.K. Chalki,PhotovoltaicArray,2024-07-03 11:15:00,162.93951416015625,651.758056640625,935.6024954036595
E.K. Chalki,PhotovoltaicArray,2024-07-03 11:30:00,163.88693237304688,655.5477294921875,925.2852005377234
E.K. Chalki,PhotovoltaicArray,2024-07-03 11:45:00,156.688720703125,626.7548828125,914.9679056717874
E.K. Chalki,PhotovoltaicArray,2024-07-03 12:00:00,154.97006225585938,619.8802490234375,890.558695867012
E.K. Chalki,PhotovoltaicArray,2024-07-03 12:15:00,162.33164978027344,649.3265991210938,866.1494860622366
E.K. Chalki,PhotovoltaicArray,2024-07-03 12:30:00,136.22569274902344,544.9027709960938,841.7402762574612
E.K. Chalki,PhotovoltaicArray,2024-07-03 12:45:00,143.69931030273438,574.7972412109375,821.3573278637829
E.K. Chalki,PhotovoltaicArray,2024-07-03 13:00:00,129.0581512451172,516.2326049804688,785.1209751639101
E.K. Chalki,PhotovoltaicArray,2024-07-03 13:15:00,131.55203247070312,526.2081298828125,748.8846224640373
E.K. Chalki,PhotovoltaicArray,2024-07-03 13:30:00,107.05220794677734,428.2088317871094,712.6482697641645
E.K. Chalki,PhotovoltaicArray,2024-07-03 13:45:00,132.4080047607422,529.6320190429688,676.4119170642919
E.K. Chalki,PhotovoltaicArray,2024-07-03 14:00:00,123.24095153808594,492.96380615234375,631.3681175276444
E.K. Chalki,PhotovoltaicArray,2024-07-03 14:15:00,98.51809692382812,394.0723876953125,586.324317990997
E.K. Chalki,PhotovoltaicArray,2024-07-03 14:30:00,97.02771759033203,388.1108703613281,541.2805184543496
E.K. Chalki,PhotovoltaicArray,2024-07-03 14:45:00,77.3226089477539,309.2904357910156,496.23671891770215
E.K. Chalki,PhotovoltaicArray,2024-07-03 15:00:00,77.45465087890625,309.818603515625,447.1666579699577
E.K. Chalki,PhotovoltaicArray,2024-07-03 15:15:00,58.668975830078125,234.6759033203125,398.09659702221336
E.K. Chalki,PhotovoltaicArray,2024-07-03 15:30:00,47.54661178588867,190.1864471435547,349.02653607446905
E.K. Chalki,PhotovoltaicArray,2024-07-03 15:45:00,34.24388885498047,136.97555541992188,299.9564751267246
E.K. Chalki,PhotovoltaicArray,2024-07-03 16:00:00,25.343761444091797,101.37504577636719,254.15775157549655
E.K. Chalki,PhotovoltaicArray,2024-07-03 16:15:00,18.10933494567871,72.43733978271484,208.35902802426847
E.K. Chalki,PhotovoltaicArray,2024-07-03 16:30:00,12.652159690856934,50.608638763427734,162.56030447304036
E.K. Chalki,PhotovoltaicArray,2024-07-03 16:45:00,7.829281330108643,31.31712532043457,116.76158092181227
E.K. Chalki,PhotovoltaicArray,2024-07-03 17:00:00,4.800189971923828,19.200759887695312,89.83595773510125
E.K. Chalki,PhotovoltaicArray,2024-07-03 17:15:00,0.0,0.0,62.91033454839023
E.K. Chalki,PhotovoltaicArray,2024-07-03 17:30:00,0.0,0.0,35.98471136167921
E.K. Chalki,PhotovoltaicArray,2024-07-03 17:45:00,0.0,0.0,9.059088174968194
