House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
5,14,1.9011675445891842,1.5785860450971299,-65.82198904826988,7.307765462409877,4.289624064824159,3.4985716824577877,-5.753467873358431,15.179213179690873
