House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
4,14,0.9604455376862415,0.737714129884111,-7.916947693537928,3.408543172495732,2.6623389372763113,2.2134942505785746,-1.2189537086315159,8.113937339401526
