timestamps,total_energy,pump_energy,hvac_energy,Tin,Tout,RH,hvac_mode,thr_off_low,thr_low_high,hour,dow,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,SW_down,SW1h,SW3h,wind10m,windgusts10m,cloudcover,rh2m,dewpoint2m,AH_out,precip1h,Tout_hourly,Tin_target,RH_lag1,RH_lag2,RH_lag3,RH_lag4,RH_target,T_diff,Tin_diff,Tout_diff,Tout_lag1,Tout_fut1,Tin_ma3,Tout_ma3,AH,AH_lag1,AH_lag2,AH_lag3,AH_target,is_trans_off,off_runtime_1h,is_trans,on_runtime_1h,PMV,PPD,Overall_Comfort
2022-10-01 03:45:00,40.781146588884,0.0,0.0,19.79111112,9.382666666666667,55.57,0,3.663571136839436,43.03325515548055,3,5,10,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,3.25,100.0,80.0,5.825,7.117758,0.0,9.15,19.777407429333334,55.5,55.5,55.5,55.5,55.98,-10.408444453333331,-0.0418518100000007,0.0793333333333343,9.303333333333333,9.476,19.819135783333333,9.322888888888889,9.48291,9.494239,9.494445,9.508629,9.545199,0,4.0,0,0.0,-0.6,12.5,87.5
2022-10-01 04:00:00,40.855032466664,0.0,0.0,19.777407429333334,9.476,55.98,0,3.663571136839436,43.03325515548055,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,2.9,100.0,78.0,5.7,7.0513883,0.0,9.4,19.735555544,55.57,55.5,55.5,55.5,56.0,-10.301407429333334,-0.0137036906666665,0.0933333333333319,9.382666666666667,9.503333333333334,19.80049382644445,9.387333333333332,9.545199,9.48291,9.494239,9.494445,9.525191,0,4.0,0,0.0,-0.6,12.5,87.5
2022-10-01 04:15:00,22.932971661106,0.0,0.0,19.735555544,9.503333333333334,56.0,0,3.663571136839436,43.03325515548055,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.05,3.525,100.0,79.5,5.85,7.11857,0.0,9.25,19.7222222,55.98,55.57,55.5,55.5,56.0,-10.232222210666666,-0.0418518853333331,0.0273333333333347,9.476,9.216,19.768024697777776,9.454,9.525191,9.545199,9.48291,9.494239,9.517742,0,4.0,0,0.0,-0.61,12.7,87.3
2022-10-01 04:30:00,21.938289299992,0.0,0.0,19.7222222,9.216,56.0,0,3.663571136839436,43.03325515548055,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.3,4.15,100.0,81.0,6.0,7.183749,0.0,9.1,19.71444443,56.0,55.98,55.57,55.5,56.0,-10.5062222,-0.0133333439999994,-0.2873333333333328,9.503333333333334,8.948,19.745061724444444,9.398444444444443,9.517742,9.525191,9.545199,9.48291,9.5134,0,4.0,0,0.0,-0.61,12.8,87.2
2022-10-01 04:45:00,21.920512111108,0.0,0.0,19.71444443,8.948,56.0,0,3.663571136839436,43.03325515548055,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.55,4.775,100.0,82.5,6.15,7.246954,0.0,8.950000000000001,19.6925926,56.0,56.0,55.98,55.57,56.0,-10.76644443,-0.0077777700000005,-0.2680000000000007,9.216,8.991999999999999,19.724074058,9.222444444444443,9.5134,9.517742,9.525191,9.545199,9.501205,0,4.0,0,0.0,-0.61,12.9,87.1
2022-10-01 05:00:00,29.178555177772,0.0,0.0,19.6925926,8.991999999999999,56.0,0,3.663571136839436,43.03325515548055,5,5,10,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.8,5.4,100.0,84.0,6.3,7.308213,0.0,8.8,19.68000002,56.0,56.0,56.0,55.98,56.0,-10.700592600000002,-0.0218518299999992,0.0439999999999987,8.948,9.07,19.70975307666667,9.052,9.501205,9.5134,9.517742,9.525191,9.494186,0,4.0,0,0.0,-0.62,13.0,87.0
2022-10-01 05:15:00,43.894632994446,0.0,0.0,19.68000002,9.07,56.0,0,3.663571136839436,43.03325515548055,5,5,10,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,3.0,5.675000000000001,100.0,85.0,6.375,7.3597665,0.0,8.725000000000001,19.66629632933333,56.0,56.0,56.0,56.0,56.21333333333334,-10.61000002,-0.0125925799999997,0.0780000000000011,8.991999999999999,9.012,19.69567901666667,9.003333333333332,9.494186,9.501205,9.5134,9.517742,9.522688,0,4.0,0,0.0,-0.62,13.1,86.9
2022-10-01 05:30:00,118.318878188888,0.0,0.0,19.66629632933333,9.012,56.21333333333334,0,3.663571136839436,43.03325515548055,5,5,10,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,3.2,5.95,100.0,86.0,6.449999999999999,7.410637,0.0,8.65,19.62380952285714,56.0,56.0,56.0,56.0,56.114285714285714,-10.65429632933333,-0.01370369066667,-0.0579999999999998,9.07,9.047142857142855,19.679629649777777,9.024666666666668,9.522688,9.494186,9.501205,9.5134,9.4822235,0,4.0,0,0.0,-0.62,13.1,86.9
2022-10-01 05:45:00,173.858601027774,0.0,0.0,19.62380952285714,9.047142857142855,56.114285714285714,0,3.663571136839436,43.03325515548055,5,5,10,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,3.4,6.225,100.0,87.0,6.525,7.4608274,0.0,8.575000000000001,19.58740742,56.21333333333334,56.0,56.0,56.0,56.0,-10.576666665714283,-0.0424868064761909,0.0351428571428567,9.012,9.073333333333332,19.656701957396823,9.04304761904762,9.4822235,9.522688,9.494186,9.501205,9.442699,0,4.0,0,0.0,-0.63,13.4,86.6
2022-10-01 06:00:00,21.635801333328,0.0,0.0,19.58740742,9.073333333333332,56.0,0,3.663571136839436,43.03325515548055,6,5,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,3.6,6.5,100.0,88.0,6.6,7.510344,0.0,8.5,19.59777778,56.114285714285714,56.21333333333334,56.0,56.0,56.07,-10.514074086666666,-0.0364021028571421,0.0261904761904752,9.047142857142855,9.209333333333335,19.625837757396823,9.04415873015873,9.442699,9.4822235,9.522688,9.494186,9.460265,0,4.0,0,0.0,-0.64,13.7,86.3
2022-10-01 06:15:00,22.96019263889,0.0,0.0,19.59777778,9.209333333333335,56.07,0,3.663571136839436,43.03325515548055,6,5,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,4.275,7.3,100.0,87.75,6.625,7.525145,0.0,8.575,19.58703705,56.0,56.114285714285714,56.21333333333334,56.0,56.48,-10.388444446666666,0.0103703600000031,0.1360000000000027,9.073333333333332,9.304,19.602998240952378,9.109936507936508,9.460265,9.442699,9.4822235,9.522688,9.523431,0,4.0,0,0.0,-0.64,13.6,86.4
2022-10-01 06:30:00,40.259500605558,0.0,0.0,19.58703705,9.304,56.48,0,3.663571136839436,43.03325515548055,6,5,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,4.95,8.1,100.0,87.5,6.65,7.5398917,0.0,8.65,19.5555556,56.07,56.0,56.114285714285714,56.21333333333334,56.5,-10.28303705,-0.0107407300000019,0.0946666666666651,9.209333333333335,9.496,19.59074075,9.195555555555556,9.523431,9.460265,9.442699,9.4822235,9.509198,0,4.0,0,0.0,-0.64,13.6,86.4
2022-10-01 06:45:00,40.124506005558,0.0,0.0,19.5555556,9.496,56.5,0,3.663571136839436,43.03325515548055,6,5,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,5.625,8.899999999999999,100.0,87.25,6.675,7.5545835,0.0,8.725,19.5555556,56.48,56.07,56.0,56.114285714285714,56.5,-10.0595556,-0.0314814499999975,0.1920000000000001,9.304,9.378666666666668,19.580123476666667,9.336444444444446,9.509198,9.523431,9.460265,9.442699,9.509198,0,4.0,0,0.0,-0.65,13.8,86.2
2022-10-01 07:00:00,21.426920588892,0.0,0.0,19.5555556,9.378666666666668,56.5,0,3.663571136839436,43.03325515548055,7,5,10,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,6.3,9.7,100.0,87.0,6.7,7.5692196,0.0,8.8,19.547777816,56.5,56.48,56.07,56.0,56.5,-10.176888933333334,0.0,-0.1173333333333328,9.496,9.42,19.56604941666667,9.392888888888889,9.509198,9.509198,9.523431,9.460265,9.50485,0,4.0,0,0.0,-0.65,13.8,86.2
2022-10-01 07:15:00,23.19101665556,0.0,0.0,19.547777816,9.42,56.5,0,3.663571136839436,43.03325515548055,7,5,10,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2.0,0.5,0.1666666666666666,6.55,10.075,100.0,88.0,6.875,7.656223,0.0,8.8,19.502222224,56.5,56.5,56.48,56.07,56.50333333333333,-10.127777816,-0.0077777840000017,0.0413333333333323,9.378666666666668,9.43,19.552963005333336,9.431555555555557,9.50485,9.509198,9.509198,9.523431,9.479995,0,4.0,0,0.0,-0.65,13.9,86.1
2022-10-01 07:30:00,43.536314077776,0.0,0.0,19.502222224,9.43,56.50333333333333,0,3.663571136839436,43.03325515548055,7,5,10,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,4.0,1.5,0.5,6.8,10.45,100.0,89.0,7.050000000000001,7.743225,0.0,8.8,19.5,56.5,56.5,56.5,56.48,56.88,-10.072222224,-0.0455555919999994,0.0099999999999997,9.42,9.396,19.53518521333333,9.409555555555556,9.479995,9.50485,9.509198,9.509198,9.541945,0,4.0,0,0.0,-0.66,14.2,85.8
2022-10-01 07:45:00,47.306718788888,0.0,0.0,19.5,9.396,56.88,0,3.663571136839436,43.03325515548055,7,5,10,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,6.0,3.0,1.0,7.05,10.825,100.0,90.0,7.225,7.8302274,0.0,8.8,19.5,56.50333333333333,56.5,56.5,56.5,57.0,-10.104,-0.0022222240000004,-0.0340000000000006,9.43,9.448,19.51666668,9.415333333333333,9.541945,9.479995,9.50485,9.509198,9.562076,0,4.0,0,0.0,-0.66,14.1,85.9
2022-10-01 08:00:00,30.11212896666,0.0,0.0,19.5,9.448,57.0,0,3.663571136839436,43.03325515548055,8,5,10,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,8.0,5.0,1.6666666666666667,7.3,11.2,100.0,91.0,7.4,7.91723,0.0,8.8,19.5,56.88,56.50333333333333,56.5,56.5,57.0,-10.052,0.0,0.0520000000000013,9.396,9.738,19.50074074133333,9.424666666666669,9.562076,9.541945,9.479995,9.50485,9.562076,0,4.0,0,0.0,-0.66,14.1,85.9
2022-10-01 08:15:00,30.037965050002,0.0,0.0,19.5,9.738,57.0,0,3.663571136839436,43.03325515548055,8,5,10,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,22.5,10.125,3.5416666666666665,6.55,11.825,100.0,90.25,7.425000000000001,7.927728,0.0,8.950000000000001,19.475925906666664,57.0,56.88,56.50333333333333,56.5,57.0,-9.762,0.0,0.2899999999999991,9.448,9.77,19.5,9.527333333333331,9.562076,9.562076,9.541945,9.479995,9.5485525,0,4.0,0,0.0,-0.66,14.1,85.9
2022-10-01 08:30:00,29.964912505554,0.0,0.0,19.475925906666664,9.77,57.0,0,3.663571136839436,43.03325515548055,8,5,10,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,37.0,18.375,6.625,5.8,12.45,100.0,89.5,7.45,7.9375997,0.0,9.1,19.4444444,57.0,57.0,56.88,56.50333333333333,57.0,-9.705925906666662,-0.0240740933333363,0.0320000000000018,9.738,9.97,19.49197530222222,9.652,9.5485525,9.562076,9.562076,9.541945,9.5308895,0,4.0,0,0.0,-0.66,14.3,85.7
2022-10-01 08:45:00,38.073199327774,0.0,0.0,19.4444444,9.97,57.0,0,3.663571136839436,43.03325515548055,8,5,10,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,51.5,29.75,10.916666666666666,5.05,13.075,100.0,88.75,7.475,7.946831,0.0,9.25,19.4444444,57.0,57.0,57.0,56.88,57.0,-9.474444399999998,-0.0314815066666653,0.1999999999999993,9.77,10.105333333333332,19.473456768888884,9.826,9.5308895,9.5485525,9.562076,9.562076,9.5308895,0,4.0,0,0.0,-0.67,14.5,85.5
2022-10-01 09:00:00,53.291479238894,0.0,0.0,19.4444444,10.105333333333332,57.0,0,3.663571136839436,43.03325515548055,9,5,10,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,66.0,44.25,16.416666666666668,4.3,13.7,100.0,88.0,7.5,7.955412,0.0,9.4,19.4444444,57.0,57.0,57.0,57.0,57.0,-9.339111066666666,0.0,0.1353333333333317,9.97,10.142,19.454938235555552,9.948444444444446,9.5308895,9.5308895,9.5485525,9.562076,9.5308895,0,4.0,0,0.0,-0.67,14.5,85.5
2022-10-01 09:15:00,35.751347605558,0.0,0.0,19.4444444,10.142,57.0,0,3.663571136839436,43.03325515548055,9,5,10,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,86.0,60.125,23.58333333333333,3.675,12.975,99.75,85.75,7.525,7.9644785,0.0,9.825,19.444814770666664,57.0,57.0,57.0,57.0,57.0,-9.3024444,0.0,0.036666666666667,10.105333333333332,10.205333333333332,19.4444444,10.072444444444445,9.5308895,9.5308895,9.5308895,9.5485525,9.5310955,0,4.0,0,0.0,-0.67,14.5,85.5
2022-10-01 09:30:00,258.84075703889,0.0,0.0,19.444814770666664,10.205333333333332,57.0,0,3.663571136839436,43.03325515548055,9,5,10,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,106.0,77.375,32.416666666666664,3.05,12.25,99.5,83.5,7.55,7.9673243,0.0,10.25,19.486666656,57.0,57.0,57.0,57.0,57.0,-9.239481437333332,0.0003703706666655,0.0633333333333325,10.142,10.400666666666666,19.444567856888888,10.150888888888888,9.5310955,9.5308895,9.5308895,9.5308895,9.554583,0,4.0,0,0.0,-0.67,14.5,85.5
2022-10-01 09:45:00,29.891304366664,0.0,0.0,19.486666656,10.400666666666666,57.0,0,3.663571136839436,43.03325515548055,9,5,10,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,126.0,96.0,42.91666666666666,2.425,11.525,99.25,81.25,7.574999999999999,7.9636426,0.0,10.675,19.57444445866667,57.0,57.0,57.0,57.0,56.99666666666667,-9.085999989333336,0.0418518853333367,0.195333333333334,10.205333333333332,11.296666666666663,19.45864194222222,10.249333333333333,9.554583,9.5310955,9.5308895,9.5308895,9.603441,0,4.0,0,0.0,-0.66,14.2,85.8
2022-10-01 10:00:00,29.99102264444,0.0,0.0,19.57444445866667,11.296666666666663,56.99666666666667,0,3.663571136839436,43.03325515548055,10,5,10,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,146.0,116.0,55.083333333333336,1.8,10.8,99.0,79.0,7.6,7.9531226,0.0,11.1,19.974444454,57.0,57.0,57.0,57.0,56.48,-8.277777792000004,0.0877778026666682,0.895999999999999,10.400666666666666,12.43,19.501975295111112,10.634222222222222,9.603441,9.554583,9.5310955,9.5308895,9.742326,0,4.0,0,0.0,-0.64,13.6,86.4
2022-10-01 10:15:00,50.267711411112,0.0,0.0,19.974444454,12.43,56.48,0,3.663571136839436,43.03325515548055,10,5,10,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,156.5,133.625,67.95833333333333,2.9000000000000004,12.15,99.25,78.25,7.649999999999999,7.964691,0.0,11.275,20.543703719333333,56.99666666666667,57.0,57.0,57.0,55.31666666666667,-7.544444454000001,0.3999999953333315,1.1333333333333346,11.296666666666663,13.444666666666668,19.67851852288889,11.375777777777778,9.742326,9.603441,9.554583,9.5310955,9.864422,0,4.0,0,0.0,-0.55,11.3,88.7
2022-10-01 10:30:00,55.35750786111,0.0,0.0,20.543703719333333,13.444666666666668,55.31666666666667,0,3.663571136839436,43.03325515548055,10,5,10,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,167.0,148.875,81.54166666666667,4.0,13.5,99.5,77.5,7.699999999999999,7.9754195,0.0,11.45,21.012222252,56.48,56.99666666666667,57.0,57.0,54.17,-7.099037052666665,0.5692592653333328,1.0146666666666686,12.43,14.916,20.030864210666667,12.390444444444446,9.864422,9.742326,9.603441,9.554583,9.926983,0,4.0,0,0.0,-0.42,8.7,91.3
