timestamps,total_energy,pump_energy,hvac_energy,Tin,Tout,RH,month,hour,dow,hour_sin,hour_cos,dow_sin,dow_cos,Tin_target,hvac_mode,PMV,PPD,Overall_Comfort,Tout_minus_Tin,Tout_diff,Tin_diff,Tout_lag1,Tout_fut1
2023-03-19 06:30:00,203.398808172222,175.7913014,175.802134283334,23.705555556666663,-4.462000000000001,17.0,3,6,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,23.78888889,2,0.08,5.1,94.9,-28.167555556666663,0.045999999999999375,0.08333332666666493,-4.508,-4.465333333333334
2023-03-19 06:45:00,245.189358666668,191.509561527778,191.522061027778,23.78888889,-4.465333333333334,17.0,3,6,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,23.814814786666663,2,0.1,5.2,94.8,-28.254222223333333,-0.0033333333333329662,0.0833333333333357,-4.462000000000001,-4.515333333333333
2023-03-19 07:00:00,145.404183633332,113.808780783334,113.814891688888,23.814814786666663,-4.515333333333333,17.0,3,7,6,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.51666668,2,0.11,5.2,94.8,-28.330148119999997,-0.04999999999999982,0.02592589666666356,-4.465333333333334,-4.448
2023-03-19 07:15:00,170.306520700004,122.227055122224,122.2351104,23.51666668,-4.448,17.0,3,7,6,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.305555556666665,2,0.04,5.0,95.0,-27.96466668,0.06733333333333302,-0.29814810666666247,-4.515333333333333,-4.568
2023-03-19 07:30:00,187.907205627778,150.2898215,150.3006544,23.305555556666665,-4.568,17.0,3,7,6,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.39444444,2,-0.01,5.0,95.0,-27.873555556666666,-0.11999999999999922,-0.21111112333333537,-4.448,-4.703333333333333
2023-03-19 07:45:00,218.018223322224,176.249060855556,176.260449283334,23.39444444,-4.703333333333333,16.85,3,7,6,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.518518526666664,2,0.01,5.0,95.0,-28.097777773333334,-0.13533333333333353,0.08888888333333611,-4.568,-4.748666666666667
2023-03-19 08:00:00,223.659664288892,180.281399555556,180.293621283334,23.518518526666664,-4.748666666666667,16.5,3,8,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,23.62222223,2,0.04,5.0,95.0,-28.267185193333333,-0.04533333333333367,0.12407408666666342,-4.703333333333333,-4.708
2023-03-19 08:15:00,209.590782650002,172.970858655556,172.981691522224,23.62222223,-4.708,16.5,3,8,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,23.6666667,2,0.06,5.1,94.9,-28.330222229999997,0.04066666666666663,0.10370370333333412,-4.748666666666667,-4.868666666666667
2023-03-19 08:30:00,189.994344305558,140.88019789999998,140.889919711112,23.6666667,-4.868666666666667,16.5,3,8,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,23.63333337,2,0.07,5.1,94.9,-28.535333366666666,-0.16066666666666674,0.04444447000000196,-4.708,-4.8933333333333335
2023-03-19 08:45:00,120.735448355548,90.210835872222,90.21583572222,23.63333337,-4.8933333333333335,16.5,3,8,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,23.40740740333333,2,0.06,5.1,94.9,-28.526666703333333,-0.024666666666666615,-0.03333333000000138,-4.868666666666667,-4.427333333333333
2023-03-19 09:00:00,137.338673083326,84.115524177776,84.12107960555001,23.40740740333333,-4.427333333333333,16.816666666666666,3,9,6,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,23.23333331,2,0.01,5.0,95.0,-27.834740736666664,0.4660000000000002,-0.22592596666666864,-4.8933333333333335,-4.13
2023-03-19 09:15:00,117.706125049994,89.084769783334,89.089214088888,23.23333331,-4.13,17.0,3,9,6,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,23.2222222,2,-0.03,5.0,95.0,-27.363333309999998,0.29733333333333345,-0.17407409333333135,-4.427333333333333,-3.978
2023-03-19 09:30:00,172.666981844448,121.598469216666,121.605968916666,23.2222222,-3.978,17.0,3,9,6,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,23.23888888,2,-0.03,5.0,95.0,-27.200222200000002,0.1519999999999997,-0.011111109999998092,-4.13,-3.682
2023-03-19 09:45:00,155.89459734999798,121.634578855556,121.642911888888,23.23888888,-3.682,17.0,3,9,6,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,23.32037035666667,2,-0.03,5.0,95.0,-26.92088888,0.29600000000000026,0.016666680000000156,-3.978,-3.2419999999999995
2023-03-19 10:00:00,176.418498627774,130.808378572222,130.817544888888,23.32037035666667,-3.2419999999999995,16.966666666666665,3,10,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,23.4833333,2,-0.01,5.0,95.0,-26.56237035666667,0.4400000000000004,0.08148147666666716,-3.682,-3.059333333333333
2023-03-19 10:15:00,201.438330927782,161.806027483334,161.816582594446,23.4833333,-3.059333333333333,16.55,3,10,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,23.688888870000003,2,0.03,5.0,95.0,-26.542666633333333,0.18266666666666653,0.1629629433333335,-3.2419999999999995,-2.741333333333333
2023-03-19 10:30:00,187.08334961667,147.2624426,147.272164411112,23.688888870000003,-2.741333333333333,16.5,3,10,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,23.83888887,2,0.07,5.1,94.9,-26.430222203333336,0.31800000000000006,0.20555557000000135,-3.059333333333333,-2.689333333333333
2023-03-19 10:45:00,176.684043422224,131.050868855556,131.059757383334,23.83888887,-2.689333333333333,16.5,3,10,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,23.84629628,2,0.11,5.2,94.8,-26.528222203333335,0.052000000000000046,0.14999999999999858,-2.741333333333333,-2.76
2023-03-19 11:00:00,144.320060349998,110.37252933889,110.379195788888,23.84629628,-2.76,16.5,3,11,6,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,23.68333333,2,0.11,5.3,94.7,-26.606296280000002,-0.07066666666666688,0.007407409999999004,-2.689333333333333,-2.486
2023-03-19 11:15:00,131.217528938886,79.782641933332,79.787919588884,23.68333333,-2.486,16.5,3,11,6,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,23.47777776666667,2,0.07,5.1,94.9,-26.16933333,0.2739999999999996,-0.16296295000000072,-2.76,-2.236
2023-03-19 11:30:00,98.387453444436,70.381073577776,70.386351233328,23.47777776666667,-2.236,16.533333333333335,3,11,6,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,23.32777776,2,0.03,5.0,95.0,-25.71377776666667,0.25,-0.20555556333333058,-2.486,-2.5006666666666666
2023-03-19 11:45:00,394.60615970555,68.182550388888,68.190605699996,23.32777776,-2.5006666666666666,16.95,3,11,6,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,23.20000003,2,-0.01,5.0,95.0,-25.828444426666668,-0.2646666666666664,-0.15000000666666935,-2.236,-2.3986666666666667
2023-03-19 12:00:00,100.32293142222,68.816691672222,68.821136027774,23.20000003,-2.3986666666666667,17.0,3,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,23.033333350000003,2,-0.04,5.0,95.0,-25.59866669666667,0.10199999999999987,-0.12777772999999826,-2.5006666666666666,-2.433333333333333
2023-03-19 12:15:00,181.359134327774,64.851294711112,64.856572349998,23.033333350000003,-2.433333333333333,17.0,3,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,22.888888856666664,2,-0.07,5.1,94.9,-25.466666683333337,-0.0346666666666664,-0.16666667999999873,-2.3986666666666667,-2.8146666666666667
2023-03-19 12:30:00,154.324104522224,115.98313823889,115.990915727778,22.888888856666664,-2.8146666666666667,17.0,3,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,23.10000003,2,-0.11,5.2,94.8,-25.703555523333332,-0.3813333333333335,-0.14444449333333864,-2.433333333333333,-2.4353333333333333
2023-03-19 12:45:00,204.174054844448,142.122648166668,142.132647750002,23.10000003,-2.4353333333333333,17.0,3,12,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,23.38703702,2,-0.06,5.1,94.9,-25.535333363333333,0.3793333333333333,0.21111117333333596,-2.8146666666666667,-2.4266666666666667
2023-03-19 13:00:00,189.089658311112,130.150349327778,130.1589601,23.38703702,-2.4266666666666667,17.0,3,13,6,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,23.52777777,2,0.01,5.0,95.0,-25.813703686666667,0.0086666666666666,0.2870369900000007,-2.4353333333333333,-1.992
2023-03-19 13:15:00,165.67837251667,127.514621444444,127.522954444444,23.52777777,-1.992,17.0,3,13,6,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,23.6351852,2,0.04,5.0,95.0,-25.51977777,0.43466666666666676,0.14074074999999908,-2.4266666666666667,-2.032
2023-03-19 13:30:00,143.183161177784,98.13135233889,98.136352172222,23.6351852,-2.032,17.0,3,13,6,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,23.46666666,2,0.07,5.1,94.9,-25.6671852,-0.040000000000000036,0.10740742999999853,-1.992,-2.0660000000000003
2023-03-19 13:45:00,119.614937394446,76.587214188888,76.592491827774,23.46666666,-2.0660000000000003,17.0,3,13,6,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,23.26666664333333,2,0.03,5.0,95.0,-25.53266666,-0.03400000000000025,-0.16851853999999733,-2.032,-1.606666666666667
2023-03-19 14:00:00,158.63615430000002,120.024087727778,120.031031933332,23.26666664333333,-1.606666666666667,17.0,3,14,6,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,23.32222222,2,-0.02,5.0,95.0,-24.873333309999996,0.45933333333333337,-0.2000000166666709,-2.0660000000000003,-1.3393333333333333
2023-03-19 14:15:00,188.16275102222,141.9884869,141.998208744444,23.32222222,-1.3393333333333333,17.0,3,14,6,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,23.507407413333333,2,-0.01,5.0,95.0,-24.661555553333333,0.26733333333333364,0.05555557666666999,-1.606666666666667,-1.0106666666666666
2023-03-19 14:30:00,138.078365711104,100.255434105554,100.260711727774,23.507407413333333,-1.0106666666666666,17.0,3,14,6,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,23.438888870000003,2,0.04,5.0,95.0,-24.518074079999998,0.32866666666666666,0.18518519333333217,-1.3393333333333333,-1.2333333333333334
2023-03-19 14:45:00,158.032567294446,112.775211011112,112.781877444444,23.438888870000003,-1.2333333333333334,17.0,3,14,6,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,23.46296297,2,0.02,5.0,95.0,-24.672222203333337,-0.2226666666666668,-0.06851854333332952,-1.0106666666666666,-1.074
2023-03-19 15:00:00,168.244658911108,129.453432772222,129.46204356111,23.46296297,-1.074,17.0,3,15,6,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,23.58333337,2,0.03,5.0,95.0,-24.53696297,0.15933333333333333,0.024074099999996434,-1.2333333333333334,-0.81
2023-03-19 15:15:00,173.078909800004,129.7789753,129.788697144444,23.58333337,-0.81,17.0,3,15,6,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,23.705555556666663,2,0.05,5.1,94.9,-24.393333369999997,0.264,0.12037039999999877,-1.074,-0.6006666666666667
2023-03-19 15:30:00,163.823446766668,122.840363955556,122.8475859,23.705555556666663,-0.6006666666666667,17.0,3,15,6,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,23.72222223,2,0.08,5.1,94.9,-24.30622222333333,0.20933333333333337,0.12222218666666507,-0.81,-0.3426666666666667
2023-03-19 15:45:00,113.60045588333,72.951248483334,72.956248366664,23.72222223,-0.3426666666666667,17.0,3,15,6,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,23.42407405333333,2,0.09,5.2,94.8,-24.064888896666666,0.258,0.01666667333333649,-0.6006666666666667,-0.2553333333333333
2023-03-19 16:00:00,115.188725616666,71.565470616666,71.570748288884,23.42407405333333,-0.2553333333333333,17.0,3,16,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,23.15000003,2,0.02,5.0,95.0,-23.679407386666664,0.08733333333333337,-0.29814817666666826,-0.3426666666666667,-0.058
2023-03-19 16:15:00,109.080081055556,71.506028544444,71.510195111108,23.15000003,-0.058,17.15,3,16,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,22.981481473333336,2,-0.05,5.0,95.0,-23.20800003,0.1973333333333333,-0.27407402333333053,-0.2553333333333333,-0.0086666666666666
2023-03-19 16:30:00,116.374789422216,69.698878633332,69.703045216662,22.981481473333336,-0.0086666666666666,17.5,3,16,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,22.89444445,2,-0.08,5.1,94.9,-22.990148140000002,0.0493333333333334,-0.16851855666666538,-0.058,0.1053333333333333
2023-03-19 16:45:00,142.561241805554,108.61954396111,108.625932655552,22.89444445,0.1053333333333333,17.5,3,16,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,23.04074074,2,-0.1,5.2,94.8,-22.789111116666668,0.11399999999999991,-0.08703702333333396,-0.0086666666666666,0.11
2023-03-19 17:00:00,179.669479550002,129.389546411112,129.39787944444402,23.04074074,0.11,17.466666666666665,3,17,6,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.24444445,2,-0.07,5.1,94.9,-22.93074074,0.004666666666666694,0.14629628999999866,0.1053333333333333,0.0346666666666666
2023-03-19 17:15:00,122.62426166666,92.38186016111,92.386860061106,23.24444445,0.0346666666666666,17.05,3,17,6,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.18703705,2,-0.03,5.0,95.0,-23.209777783333333,-0.07533333333333339,0.2037037099999992,0.11,-0.0073333333333333
2023-03-19 17:30:00,151.434497844448,97.403325911112,97.409714605554,23.18703705,-0.0073333333333333,17.316666666666666,3,17,6,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.15000002,2,-0.04,5.0,95.0,-23.194370383333332,-0.041999999999999905,-0.05740739999999889,0.0346666666666666,0.0226666666666666
2023-03-19 17:45:00,106.964332438886,80.48789143889,80.49150246111,23.15000002,0.0226666666666666,17.5,3,17,6,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,23.00185182333333,2,-0.04,5.0,95.0,-23.127333353333334,0.0299999999999999,-0.03703703000000047,-0.0073333333333333,-0.064
2023-03-19 18:00:00,134.053526527778,80.452337327778,80.457892772218,23.00185182333333,-0.064,17.5,3,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,22.94444446,2,-0.08,5.1,94.9,-23.06585182333333,-0.0866666666666666,-0.14814819666667134,0.0226666666666666,-0.0073333333333333
2023-03-19 18:15:00,165.03645386111,134.85571663889,134.8646052,22.94444446,-0.0073333333333333,17.35,3,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,23.0074074,2,-0.09,5.2,94.8,-22.95177779333333,0.0566666666666667,-0.05740736333332919,-0.064,-0.2846666666666667
2023-03-19 18:30:00,774.18264262222,192.53368726111,510.175147777776,23.0074074,-0.2846666666666667,16.433333333333334,3,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,23.36111113,2,-0.08,5.1,94.9,-23.292074066666668,-0.2773333333333334,0.06296294000000202,-0.0073333333333333,-0.402
2023-03-19 18:45:00,350.174047961114,186.466429927778,186.479762727778,23.36111113,-0.402,17.05,3,18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,23.80370372,2,0.0,5.0,95.0,-23.763111130000002,-0.11733333333333335,0.35370372999999944,-0.2846666666666667,-0.448
2023-03-19 19:00:00,208.25639174444,156.352079,156.361800877776,23.80370372,-0.448,17.5,3,19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,23.82222221,2,0.11,5.2,94.8,-24.251703720000002,-0.045999999999999985,0.4425925900000003,-0.402,-0.504
2023-03-19 19:15:00,1153.219702849994,128.753182983334,128.772904477776,23.82222221,-0.504,17.65,3,19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,23.62592596,2,0.11,5.3,94.7,-24.32622221,-0.055999999999999994,0.018518489999998167,-0.448,-0.548
2023-03-19 19:30:00,1632.404701316662,95.300910027778,95.32896452222,23.62592596,-0.548,18.383333333333333,3,19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,23.40555557,2,0.07,5.1,94.9,-24.17392596,-0.04400000000000004,-0.19629624999999962,-0.504,-0.5386666666666666
2023-03-19 19:45:00,1362.983811816666,121.818182611112,121.843737188888,23.40555557,-0.5386666666666666,19.7,3,19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,23.3925926,2,0.03,5.0,95.0,-23.94422223666667,0.009333333333333416,-0.22037038999999936,-0.548,-0.634
2023-03-19 20:00:00,1698.696771761106,123.354787827778,123.384786711108,23.3925926,-0.634,20.85,3,20,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,23.45555553,2,0.04,5.0,95.0,-24.0265926,-0.09533333333333338,-0.01296297000000024,-0.5386666666666666,-0.6193333333333334
2023-03-19 20:15:00,1708.317498083326,134.709889172222,134.741276866664,23.45555553,-0.6193333333333334,21.6,3,20,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,23.53518521333333,2,0.06,5.1,94.9,-24.074888863333335,0.014666666666666606,0.0629629300000012,-0.634,-0.6793333333333333
2023-03-19 20:30:00,987.324949955552,179.390046327778,179.413101005554,23.53518521333333,-0.6793333333333333,21.33333333333333,3,20,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,23.60555558,2,0.07,5.1,94.9,-24.214518546666664,-0.05999999999999994,0.07962968333333009,-0.6193333333333334,-0.8353333333333333
2023-03-19 20:45:00,711.710697033336,219.573438911112,219.593160355556,23.60555558,-0.8353333333333333,20.55,3,20,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,23.835185183333333,2,0.08,5.1,94.9,-24.440888913333335,-0.15599999999999992,0.07037036666666907,-0.6793333333333333,-0.972
2023-03-19 21:00:00,248.178405683338,207.59975126111,207.611417444444,23.835185183333333,-0.972,20.183333333333334,3,21,6,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,24.00555557,2,0.13,5.4,94.6,-24.807185183333335,-0.13666666666666671,0.2296296033333327,-0.8353333333333333,-1.056
2023-03-19 21:15:00,587.11123669445,187.681103555556,187.697214027778,24.00555557,-1.056,19.85,3,21,6,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,24.048148186666666,2,0.17,5.6,94.4,-25.06155557,-0.08400000000000007,0.17037038666666504,-0.972,-1.06
2023-03-19 21:30:00,185.923951627778,151.57949216111,151.588102916666,24.048148186666666,-1.06,19.183333333333334,3,21,6,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,23.92222219,2,0.18,5.6,94.4,-25.108148186666664,-0.0040000000000000036,0.04259261666666703,-1.056,-1.0766666666666669
2023-03-19 21:45:00,187.784155049998,138.358076572222,138.366965149998,23.92222219,-1.0766666666666669,19.0,3,21,6,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,23.75555553,2,0.15,5.4,94.6,-24.998888856666667,-0.01666666666666683,-0.12592599666666615,-1.06,-1.1073333333333333
2023-03-19 22:00:00,158.873367161106,113.628787983334,113.635732238886,23.75555553,-1.1073333333333333,19.0,3,22,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,23.5722222,2,0.11,5.2,94.8,-24.862888863333332,-0.030666666666666398,-0.16666666000000063,-1.0766666666666669,-1.038
