timestamps,total_energy,pump_energy,hvac_energy,Tin,Tout,RH,hvac_mode,thr_off_low,thr_low_high,hour,dow,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,SW_down,SW1h,SW3h,wind10m,windgusts10m,cloudcover,rh2m,dewpoint2m,AH_out,precip1h,Tout_hourly,Tin_target,RH_lag1,RH_lag2,RH_lag3,RH_lag4,RH_target,T_diff,Tin_diff,Tout_diff,Tout_lag1,Tout_fut1,Tin_ma3,Tout_ma3,AH,AH_lag1,AH_lag2,AH_lag3,AH_target,is_trans_off,off_runtime_1h,is_trans,on_runtime_1h,PMV,PPD,Overall_Comfort
2023-03-03 12:00:00,54.610871011112,0.0,0.0,22.9444444,4.530666666666666,25.0,0,2.765110804981162,31.288382862258345,12,4,3,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,425.0,395.75,284.5,5.7,17.6,100.0,65.0,-4.5,3.4926863,0.0,1.5,22.91962960933333,25.0,25.0,25.0,25.12,25.0,-18.413777733333333,-0.0044444480000009,0.4446666666666656,4.086,4.77,22.97777776,4.154444444444446,5.1213565,5.1226597,5.1494303,5.163297,5.114089,0,4.0,0,0.0,-0.04,5.0,95.0
2023-03-03 12:15:00,55.698882938894,0.0,0.0,22.91962960933333,4.77,25.0,0,2.765110804981162,31.288382862258345,12,4,3,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,446.5,415.75,312.4791666666667,5.35,17.8,100.0,63.0,-4.55,3.4784575,0.0,1.9,22.804444464000003,25.0,25.0,25.0,25.0,25.0,-18.14962960933333,-0.0248147906666638,0.2393333333333336,4.530666666666666,5.093333333333334,22.93765428577778,4.462222222222223,5.114089,5.1213565,5.1226597,5.1494303,5.0804667,0,4.0,0,0.0,-0.05,5.0,95.0
2023-03-03 12:30:00,64.443811094442,0.0,0.0,22.804444464000003,5.093333333333334,25.0,0,2.765110804981162,31.288382862258345,12,4,3,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,468.0,436.25,339.4375,5.0,18.0,100.0,61.0,-4.6,3.46048,0.0,2.3,22.753333336666667,25.0,25.0,25.0,25.0,25.0,-17.71111113066667,-0.1151851453333314,0.3233333333333341,4.77,4.935333333333333,22.889506157777777,4.798000000000002,5.0804667,5.114089,5.1213565,5.1226597,5.065608,0,4.0,0,0.0,-0.07,5.1,94.9
2023-03-03 12:45:00,82.652249344444,0.0,0.0,22.753333336666667,4.935333333333333,25.0,0,2.765110804981162,31.288382862258345,12,4,3,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,489.5,457.25,365.375,4.65,18.2,100.0,59.0,-4.65,3.438583,0.0,2.7,22.672222236,25.0,25.0,25.0,25.0,25.0,-17.818000003333335,-0.0511111273333355,-0.1580000000000003,5.093333333333334,4.522,22.825802470000003,4.932888888888891,5.065608,5.0804667,5.114089,5.1213565,5.042106,0,4.0,0,0.0,-0.09,5.2,94.8
2023-03-03 13:00:00,213.372298199996,0.0,0.0,22.672222236,4.522,25.0,0,2.765110804981162,31.288382862258345,13,4,3,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,511.0,478.75,390.2916666666667,4.3,18.4,100.0,57.0,-4.7,3.4125905,0.0,3.1,22.589259274000003,25.0,25.0,25.0,25.0,25.216666666666665,-18.150222236,-0.0811111006666678,-0.4133333333333331,4.935333333333333,4.784666666666666,22.74333334555556,4.850222222222224,5.042106,5.065608,5.0804667,5.114089,5.0616555,0,4.0,0,0.0,-0.1,5.2,94.8
2023-03-03 13:15:00,81.255638544444,0.0,0.0,22.589259274000003,4.784666666666666,25.216666666666665,0,2.765110804981162,31.288382862258345,13,4,3,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,508.5,494.25,412.1875,4.4,17.849999999999998,100.0,55.5,-4.775,3.3903003,0.0,3.4,22.547777816,25.0,25.0,25.0,25.0,25.36,-17.804592607333337,-0.0829629619999963,0.2626666666666661,4.522,4.689333333333334,22.671604948888888,4.747333333333335,5.0616555,5.042106,5.065608,5.0804667,5.0783205,0,4.0,0,0.0,-0.12,5.3,94.7
2023-03-03 13:30:00,76.90775706666,0.0,0.0,22.547777816,4.689333333333334,25.36,0,2.765110804981162,31.288382862258345,13,4,3,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,506.0,503.75,431.0625,4.5,17.299999999999997,100.0,54.0,-4.85,3.3655255,0.0,3.7,22.429629617333333,25.216666666666665,25.0,25.0,25.0,24.11,-17.858444482666666,-0.0414814580000033,-0.0953333333333326,4.784666666666666,4.820666666666667,22.603086442,4.665333333333336,5.0783205,5.0616555,5.042106,5.065608,4.7953606,0,4.0,0,0.0,-0.13,5.4,94.6
2023-03-03 13:45:00,67.894506411108,0.0,0.0,22.429629617333333,4.820666666666667,24.11,0,2.765110804981162,31.288382862258345,13,4,3,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,503.5,507.25,446.9166666666667,4.6,16.75,100.0,52.5,-4.925,3.3381865,0.0,4.0,22.29111112,25.36,25.216666666666665,25.0,25.0,23.88,-17.608962950666665,-0.1181481986666668,0.131333333333333,4.689333333333334,5.010666666666666,22.52222223577778,4.7648888888888905,4.7953606,5.0783205,5.0616555,5.042106,4.7119417,0,4.0,0,0.0,-0.17,5.6,94.4
2023-03-03 14:00:00,141.579336666664,0.0,0.0,22.29111112,5.010666666666666,23.88,0,2.765110804981162,31.288382862258345,14,4,3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,501.0,504.75,459.75,4.7,16.2,100.0,51.0,-5.0,3.3082025,0.0,4.3,22.253703706666663,24.11,25.36,25.216666666666665,25.0,24.216666666666665,-17.280444453333335,-0.1385184973333331,0.1899999999999995,4.820666666666667,5.518666666666666,22.422839517777778,4.840222222222224,4.7119417,4.7953606,5.0783205,5.0616555,4.7681,0,4.0,0,0.0,-0.2,5.8,94.2
2023-03-03 14:15:00,65.093229633328,0.0,0.0,22.253703706666663,5.518666666666666,24.216666666666665,0,2.765110804981162,31.288382862258345,14,4,3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,463.75,493.5625,467.8541666666667,5.225,16.825,100.0,49.75,-5.2,3.2594333,0.0,4.45,22.21444443,23.88,24.11,25.36,25.216666666666665,24.57,-16.73503704,-0.0374074133333337,0.508,5.010666666666666,6.008,22.324814814666667,5.116666666666668,4.7681,4.7119417,4.7953606,5.0783205,4.826751,0,4.0,0,0.0,-0.21,5.9,94.1
