timestamps,total_energy,pump_energy,hvac_energy,Tin,Tout,RH,month,PMV,PPD,Overall_Comfort
2022-08-14 13:30:00,0.0,0.0,0.0,25.8888889,25.855,43.0,8,0.8,18.4,81.6
2022-08-14 13:45:00,0.0,0.0,0.0,25.84999998,25.66333333333333,43.0,8,0.79,18.1,81.9
2022-08-14 14:00:00,0.0,0.0,0.0,25.8333333,26.31866666666667,43.0,8,0.78,17.9,82.1
2022-08-14 14:15:00,0.0,0.0,0.0,25.82777775,26.34333333333333,43.05,8,0.78,17.9,82.1
2022-08-14 14:30:00,0.0,0.0,0.0,25.76111111333333,26.94533333333333,43.46666666666667,8,0.77,17.5,82.5
2022-08-14 14:45:00,0.0,0.0,0.0,25.67222224,26.674,43.55,8,0.75,16.8,83.2
2022-08-14 15:00:00,0.0,0.0,0.0,25.461111146666667,26.23,44.15,8,0.7,15.3,84.7
2022-08-14 15:15:00,0.0,0.0,0.0,25.14444444,25.828666666666667,44.55,8,0.63,13.2,86.8
2022-08-14 15:30:00,0.0,0.0,0.0,24.894444426666663,26.264666666666667,44.96666666666667,8,0.57,11.8,88.2
2022-08-14 15:45:00,0.0,0.0,0.0,24.68888892,26.296666666666667,45.35,8,0.52,10.7,89.3
2022-08-14 16:00:00,0.0,0.0,0.0,24.54259262,26.32733333333333,45.68333333333333,8,0.49,10.0,90.0
2022-08-14 16:15:00,0.0,0.0,0.0,24.41666667,26.63,46.05,8,0.46,9.4,90.6
2022-08-14 16:30:00,0.0,0.0,0.0,24.296296270000003,26.474,46.46666666666667,8,0.43,8.9,91.1
2022-08-14 16:45:00,0.0,0.0,0.0,24.17222224,26.278,46.55,8,0.4,8.4,91.6
2022-08-14 17:00:00,0.0,0.0,0.0,24.04259262,25.84933333333333,46.96666666666667,8,0.38,7.9,92.1
2022-08-14 17:15:00,0.0,0.0,0.0,23.91666667,25.88733333333333,47.05,8,0.35,7.5,92.5
2022-08-14 17:30:00,0.0,0.0,0.0,23.816666656666666,25.703333333333333,47.46666666666667,8,0.32,7.2,92.8
2022-08-14 17:45:00,0.0,0.0,0.0,23.77222224,25.842666666666663,47.5,8,0.31,7.0,93.0
2022-08-14 18:00:00,0.0,0.0,0.0,23.725925906666667,25.872666666666667,47.5,8,0.3,6.9,93.1
2022-08-14 18:15:00,0.0,0.0,0.0,23.68333335,25.64133333333333,47.15,8,0.29,6.7,93.3
2022-08-14 18:30:00,0.0,0.0,0.0,23.64629631333333,25.59733333333333,47.0,8,0.28,6.6,93.4
2022-08-14 18:45:00,0.0,0.0,0.0,23.56666669,25.630666666666663,47.0,8,0.26,6.4,93.6
2022-08-14 19:00:00,0.0,0.0,0.0,23.48333332,25.518,46.81666666666667,8,0.24,6.2,93.8
2022-08-14 19:15:00,0.0,0.0,0.0,23.40555555,25.350666666666665,46.55,8,0.22,6.0,94.0
2022-08-14 19:30:00,0.0,0.0,0.0,23.36851851333333,25.212,46.96666666666667,8,0.21,5.9,94.1
2022-08-14 19:45:00,0.0,0.0,0.0,23.28888889,24.95133333333333,47.0,8,0.19,5.8,94.2
2022-08-14 20:00:00,0.0,0.0,0.0,23.225925906666667,24.700666666666667,47.18333333333333,8,0.18,5.7,94.3
2022-08-14 20:15:00,0.0,0.0,0.0,23.17777779,24.384666666666664,47.5,8,0.17,5.6,94.4
2022-08-14 20:30:00,0.0,0.0,0.0,23.11481480666667,24.078666666666667,47.68333333333333,8,0.15,5.5,94.5
2022-08-14 20:45:00,0.0,0.0,0.0,23.07222225,23.656,48.05,8,0.15,5.4,94.6
2022-08-14 21:00:00,0.0,0.0,0.0,23.03518521333333,23.354,48.46666666666667,8,0.14,5.4,94.6
2022-08-14 21:15:00,0.0,0.0,0.0,22.99444444,23.12,48.5,8,0.13,5.4,94.6
2022-08-14 21:30:00,0.0,0.0,0.0,22.948148106666665,22.820666666666668,48.5,8,0.12,5.3,94.7
2022-08-14 21:45:00,0.0,0.0,0.0,22.90555555,22.582,48.55,8,0.11,5.2,94.8
