House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
3,14,0.6979678797965952,0.5105478360252642,-0.800254488443127,2.166793230634071,2.121629514893024,1.6514702481808068,-0.39953891848694717,6.436102176717855
