House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
7,14,0.8547916993329514,0.6558713125212563,-10.19807007964595,3.4159815597582144,2.9814120545118317,2.3361990490640245,-0.10521962428384653,7.8686018579632995
