House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
2,14,1.2799664780249176,1.0292549641008246,-51.78478206601188,4.828641795610548,4.039382303162324,3.4058698387998976,-1.49327038584291,10.285167358271666
