House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
6,14,1.1027167673816136,0.8725817796538674,-49.357796212687894,4.185329765286402,3.8653170392378726,3.176865235833283,-9.198594986582469,11.164443775647594
