House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
5,14,1.8860265730454686,1.5727899410027955,-64.19329134385582,7.282860601622829,4.289624064824159,3.4985716824577877,-5.75346787335843,15.179213179690867
