House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
0,14,1.664152528916706,1.4455441911715818,-119.4420060179914,6.747866956815796,3.739027339870049,3.104867389800979,-12.438349983175513,11.121375841161825
