House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
1,14,1.0682591190956263,0.8114160736421636,-2.459831851351976,3.519351883868405,3.640407972943256,2.970373867524985,-0.49088396864220823,10.89395114736757
