House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
4,14,0.9495110017754241,0.7348350920263046,-8.095181703973566,3.398308101559347,2.6623389372763113,2.2134942505785746,-1.2189537086315159,8.113937339401526
