House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
6,14,1.0970785152983387,0.8638354724544878,-47.68059239889374,4.1412326419730014,3.8653170392378726,3.176865235833283,-9.198594986582473,11.164443775647594
