House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
2,14,1.2850797137116567,1.029416339649434,-51.93727446579878,4.828201530071545,4.0393823031623235,3.4058698387998976,-1.4932703858429102,10.285167358271666
