timestamp,total_energy,heat_pump,Tout,hour,hour_sin,hour_cos,max_Tout,min_Tout,avg_Tout,Tout_hourly_mean,Tout_std,total_energy_smoothed,energy_rolling_mean,energy_daily,energy_rolling_std,is_weekend,season,month,spike,total_energy_max
2018-07-09 12:30:00,260.2287785847986,91.8335556030273,21.0,12,1.2246467991473532e-16,-1.0,28.5,11.39999961853,18.843229229251474,20.924999833106813,0.06454978399560143,362.42950053744846,324.89905641343836,510.37489465960743,56.7435669985852,0,2,7,-103.45155512491795,3073.79133639865
2018-07-09 12:45:00,245.24688924153645,91.11844448513459,21.050000190735,12,1.2246467991473532e-16,-1.0,28.5,11.39999961853,18.79895839095109,20.9749999046325,0.06454996867361075,360.88477867974154,311.95455614725756,509.1772013858512,67.79125879367649,0,2,7,-14.98188934326214,3073.79133639865
2018-07-09 13:00:00,237.16588973999046,90.89144448174369,21.10000038147,13,-0.2588190451025208,-0.9659258262890683,28.5,11.39999961853,18.751041720310788,21.0250000953675,0.06454996867352589,362.42950053744846,252.73783391316752,491.05390850879525,58.84744823281951,0,2,7,-8.080999501545989,3073.79133639865
2018-07-09 13:15:00,241.83633304172037,91.07877790662981,21.175000190735,13,-0.2588190451025208,-0.9659258262890683,28.5,11.39999961853,18.702343801657303,21.081250190735,0.07465205544527655,362.42950053744846,243.5416111416284,472.8669884213694,9.972392683977963,0,2,7,4.670443301729904,3073.79133639865
2018-07-09 13:30:00,253.15022184583916,91.4924444410536,21.25,13,-0.2588190451025208,-0.9659258262890683,28.5,11.39999961853,18.652864634990635,21.143750190735,0.0874998910076924,360.88477867974154,243.5416111416284,470.6790046188566,6.737414847333155,0,2,7,11.31388880411879,3073.79133639865
2018-07-09 13:45:00,362.18400209214917,92.12622214423287,21.324999809265,13,-0.2588190451025208,-0.9659258262890683,28.5,11.39999961853,18.602604220310788,21.2125000953675,0.09682433741642453,359.30394452412895,247.49327744377976,464.63431023050225,59.4465944426045,0,2,7,109.03378024631002,3073.79133639865
2018-07-09 14:00:00,370.0223334418404,92.06544443766276,21.39999961853,14,-0.4999999999999997,-0.8660254037844388,28.5,11.39999961853,18.551562557617753,21.2874999046325,0.09682433741634197,359.30394452412895,307.66711196899416,436.47004978303556,68.70960107954237,0,2,7,7.838331349691202,992.0811102973092
2018-07-09 14:15:00,290.67866685655315,90.48677758110897,21.47499990463225,14,-0.4999999999999997,-0.8660254037844388,28.5,11.39999961853,18.495572979251467,21.362499833106813,0.0968245220946494,359.30394452412895,326.43133447435116,434.0803229402613,56.58747632432352,0,2,7,-79.34366658528722,992.0811102973092
2018-07-09 14:30:00,230.51844507853224,90.22955585055881,21.5500001907345,14,-0.4999999999999997,-0.8660254037844388,28.5,11.39999961853,18.434635485211924,21.437499880790437,0.09682476833226468,359.30394452412895,326.43133447435116,431.86340280903704,65.75603640795273,0,2,7,-60.16022177802091,992.0811102973092
2018-07-09 14:45:00,243.75644412570568,90.28322211371527,21.62500047683675,14,-0.4999999999999997,-0.8660254037844388,28.5,11.39999961853,18.368750075499133,21.512500047683375,0.0968249530103366,360.88477867974154,267.2175554911294,430.0094305789028,63.04497005403346,0,2,7,13.237999047173446,992.0811102973092
