House,DaysPlotted,Tin_RMSE,Tin_MAE,Tin_R2,Tin_sMAPE,RH_RMSE,RH_MAE,RH_R2,RH_sMAPE
0,14,1.6615780632679957,1.437165281390976,-117.92010292813244,6.703431557000298,3.740603791164251,3.1023917572348525,-12.466086031332395,11.113460678098763
